"AvgUsg_mhz","AvgUsg_pct","MaxUsg_mhz","MaxUsg_pct","MinUsg_mhz","MinUsg_pct","SumRdy_ms","SumSwpWait_ms","AvgDemand_MHz","AvgLat_pct","Entitle_MHz","SumCostop_ms","SumIdle_ms","SumMaxLtd_ms","SumOverlap_ms","SumRun_ms","SumSys_ms","SumUsd_ms","SumWait_ms","AvgRd_KBps","AvgUsg_KBps","AvgWr_KBps","MaxTotLat_ms","MaxUsg_KBps","MinUsg_KBps",AvgCmds,AvgRd,"AvgTotRdLat_ms","AvgTotWrLat_ms",AvgWr,SumBusResets,SumCmds,SumCmdsAbort,SumRd,SumWr,"AvgActWr_KB","AvgAct_KB","AvgCmpd_KB","AvgCmpnRate_KBps","AvgConsum_KB","AvgDecmpnRate_KBps","AvgGrtd_KB","AvgOvrhdMax_KB","AvgOvrhd_KB","AvgShrd_KB","AvgSwpIRate_KBps","AvgSwpIn_KB","AvgSwpORate_KBps","AvgSwpOut_KB","AvgSwpTarg_KB","AvgSwpd_KB","AvgVmctlTarg_KB","AvgVmctl_KB","AvgZero_KB","MaxAct_KB","MaxConsum_KB","MaxGrtd_KB","MaxOvrhd_KB","MaxShrd_KB","MaxSwpIn_KB","MaxSwpOut_KB","MaxSwpTarg_KB","MaxSwpd_KB","MaxVmctlTarg_KB","MaxVmctl_KB","MaxZero_KB","MinAct_KB","MinConsum_KB","MinGrtd_KB","MinOvrhd_KB","MinShrd_KB","MinSwpIn_KB","MinSwpOut_KB","MinSwpTarg_KB","MinSwpd_KB","MinVmctlTarg_KB","MinVmctl_KB","MinZero_KB","ZipSaved_KB","Zipped_KB","AvgEntitle_KB","AvgLlSwapUsd_KB","AvgLlSwpIRate_KBps","AvgLlSwpORate_KBps","AvgOvrhdTouch_KB","AvgRvcd_KBps","AvgXmit_KBps","AvgBRx_KBps","AvgBTx_KBps",SumBroadcastRx,SumBroadcastTx,SumDropRx,SumDropTx,SumMulticastRx,SumMulticastTx,SumPktsRx,SumPktsTx,"SumEnergy_j","ActAvg15m_pct","ActAvg1m_pct","ActAvg5m_pct","ActPk15m_pct","ActPk1m_pct","ActPk5m_pct","MaxLtd15_pct","MaxLtd1_pct","MaxLtd5_pct","RunAvg15m_pct","RunAvg1m_pct","RunAvg5m_pct","RunPk15m_pct","RunPk1m_pct","RunPk5m_pct",SmplCnt,"SmplPrd_ms",SumHeartbeat,"Uptime_sec","OsUptime_sec",RdLoadMetric,RdOIO,WrLoadMetric,WrOIO
"13810.000000","55.770000","13810.000000","55.770000","13810.000000","55.770000",,,,,,,,,,,,,,"359.000000","7443.000000","6731.000000","11.000000","7443.000000","7443.000000",,,,,,,,,,,"5431060.000000","6744500.000000","478908.000000","0.000000","68725116.000000","0.000000","89467768.000000",,"3778240.000000","24786688.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19417248.000000","6744500.000000","68725116.000000","89467768.000000","3778240.000000","24786688.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19417248.000000","6744500.000000","68725116.000000","89467768.000000","3778240.000000","24786688.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19417248.000000",,,,,,,,"482.000000","7312.000000",,,,,,,,,,,"3912.000000","564.000000","494.000000","521.000000","715.000000","562.000000","644.000000","0.000000","0.000000","0.000000","502.000000","463.000000","468.000000","613.000000","529.000000","559.000000","160.000000","6000.000000",,"8959354.000000",,,,,
"13305.000000","54.970000","13305.000000","54.970000","13305.000000","54.970000",,,,,,,,,,,,,,"1552.000000","6984.000000","5645.000000","7.000000","6984.000000","6984.000000",,,,,,,,,,,"5158240.000000","6639448.000000","478908.000000","0.000000","68709108.000000","0.000000","89467804.000000",,"3778240.000000","24801052.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19428396.000000","6639448.000000","68709108.000000","89467804.000000","3778240.000000","24801052.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19428396.000000","6639448.000000","68709108.000000","89467804.000000","3778240.000000","24801052.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19428396.000000",,,,,,,,"1236.000000","5534.000000",,,,,,,,,,,"3912.000000","566.000000","532.000000","519.000000","715.000000","586.000000","637.000000","0.000000","0.000000","0.000000","504.000000","490.000000","466.000000","613.000000","529.000000","555.000000","160.000000","6000.000000",,"8959374.000000",,,,,
"12125.000000","53.130000","12125.000000","53.130000","12125.000000","53.130000",,,,,,,,,,,,,,"863.000000","6061.000000","4935.000000","14.000000","6061.000000","6061.000000",,,,,,,,,,,"5116300.000000","6954020.000000","478908.000000","0.000000","68724184.000000","0.000000","89467804.000000",,"3778240.000000","24702340.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19410604.000000","6954020.000000","68724184.000000","89467804.000000","3778240.000000","24702340.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19410604.000000","6954020.000000","68724184.000000","89467804.000000","3778240.000000","24702340.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19410604.000000",,,,,,,,"1344.000000","4980.000000",,,,,,,,,,,"3931.000000","564.000000","506.000000","513.000000","715.000000","586.000000","637.000000","0.000000","0.000000","0.000000","503.000000","466.000000","463.000000","613.000000","521.000000","555.000000","160.000000","6000.000000",,"8959394.000000",,,,,
"12008.000000","52.950000","12008.000000","52.950000","12008.000000","52.950000",,,,,,,,,,,,,,"3867.000000","9876.500000","5735.000000","3.000000","9876.500000","9876.500000",,,,,,,,,,,"5053508.000000","6954148.000000","478908.000000","0.000000","68724000.000000","0.000000","89467924.000000",,"3778240.000000","24701416.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19405372.000000","6954148.000000","68724000.000000","89467924.000000","3778240.000000","24701416.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19405372.000000","6954148.000000","68724000.000000","89467924.000000","3778240.000000","24701416.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19405372.000000",,,,,,,,"3944.000000","6207.000000",,,,,,,,,,,"3916.000000","563.000000","481.000000","504.000000","715.000000","586.000000","604.000000","0.000000","0.000000","0.000000","502.000000","442.000000","456.000000","613.000000","487.000000","529.000000","160.000000","6000.000000",,"8959414.000000",,,,,
"12855.000000","54.270000","12855.000000","54.270000","12855.000000","54.270000",,,,,,,,,,,,,,"2180.000000","7716.000000","5536.000000","5.000000","7716.000000","7716.000000",,,,,,,,,,,"4703832.000000","6570524.000000","478908.000000","0.000000","68714564.000000","0.000000","89467924.000000",,"3778240.000000","24709328.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19409596.000000","6570524.000000","68714564.000000","89467924.000000","3778240.000000","24709328.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19409596.000000","6570524.000000","68714564.000000","89467924.000000","3778240.000000","24709328.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19409596.000000",,,,,,,,"2319.000000",,,,,,,,,,,,"3782.000000","564.000000","463.000000","500.000000","715.000000","539.000000","604.000000","0.000000","0.000000","0.000000","503.000000","435.000000","452.000000","613.000000","484.000000","528.000000","160.000000","6000.000000",,"8959434.000000",,,,,
"11780.000000","52.575000","11780.000000","52.575000","11780.000000","52.575000",,,,,,,,,,,,,,"1771.000000","6804.000000","4776.000000","7.000000","6804.000000","6804.000000",,,,,,,,,,,"4598972.000000","7052864.000000","478904.000000","0.000000","68700380.000000","0.000000","89467928.000000",,"3778240.000000","24738968.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19419620.000000","7052864.000000","68700380.000000","89467928.000000","3778240.000000","24738968.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19419620.000000","7052864.000000","68700380.000000","89467928.000000","3778240.000000","24738968.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19419620.000000",,,,,,,,"1849.000000","5210.000000",,,,,,,,,,,"3894.000000","563.000000","478.000000","492.000000","715.000000","607.000000","586.000000","0.000000","0.000000","0.000000","502.000000","437.000000","447.000000","613.000000","530.000000","528.000000","160.000000","6000.000000",,"8959454.000000",,,,,
"14169.000000","56.315000","14169.000000","56.315000","14169.000000","56.315000",,,,,,,,,,,,,,"1345.000000","8281.500000","6850.000000","13.000000","8281.500000","8281.500000",,,,,,,,,,,"4515084.000000","6801204.000000","478904.000000","0.000000","68687572.000000","0.000000","89467928.000000",,"3778240.000000","24776804.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19429344.000000","6801204.000000","68687572.000000","89467928.000000","3778240.000000","24776804.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19429344.000000","6801204.000000","68687572.000000","89467928.000000","3778240.000000","24776804.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19429344.000000",,,,,,,,"1530.000000","6836.000000",,,,,,,,,,,"3946.000000","561.000000","516.000000","491.000000","708.000000","736.000000","585.000000","0.000000","0.000000","0.000000","502.000000","460.000000","445.000000","612.000000","574.000000","528.000000","160.000000","6000.000000",,"8959474.000000",,,,,
"14237.000000","56.415000","14237.000000","56.415000","14237.000000","56.415000",,,,,,,,,,,,,,"137.000000","6098.500000","4883.000000","5.000000","6098.500000","6098.500000",,,,,,,,,,,"4682856.000000","6801204.000000","478904.000000","0.000000","68682800.000000","0.000000","89467928.000000",,"3778240.000000","24780992.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19430156.000000","6801204.000000","68682800.000000","89467928.000000","3778240.000000","24780992.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19430156.000000","6801204.000000","68682800.000000","89467928.000000","3778240.000000","24780992.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19430156.000000",,,,,,,,"359.000000","6816.000000",,,,,,,,,,,"4160.000000","564.000000","551.000000","493.000000","715.000000","736.000000","585.000000","0.000000","0.000000","0.000000","504.000000","482.000000","445.000000","612.000000","602.000000","528.000000","160.000000","6000.000000",,"8959494.000000",,,,,
"14008.000000","56.060000","14008.000000","56.060000","14008.000000","56.060000",,,,,,,,,,,,,,"546.000000","4951.500000","3658.000000","15.000000","4951.500000","4951.500000",,,,,,,,,,,"4787716.000000","6801204.000000","478904.000000","0.000000","68692708.000000","0.000000","89467928.000000",,"3778240.000000","24768280.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19419076.000000","6801204.000000","68692708.000000","89467928.000000","3778240.000000","24768280.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19419076.000000","6801204.000000","68692708.000000","89467928.000000","3778240.000000","24768280.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19419076.000000",,,,,,,,"726.000000","4973.000000",,,,,,,,,,,"3906.000000","564.000000","578.000000","503.000000","716.000000","736.000000","586.000000","0.000000","0.000000","0.000000","502.000000","489.000000","451.000000","612.000000","602.000000","528.000000","160.000000","6000.000000",,"8959514.000000",,,,,
"14367.000000","56.620000","14367.000000","56.620000","14367.000000","56.620000",,,,,,,,,,,,,,"56.000000","6582.500000","6323.000000","29.000000","6582.500000","6582.500000",,,,,,,,,,,"4871408.000000","7031692.000000","478904.000000","0.000000","68682312.000000","0.000000","89467732.000000",,"3778240.000000","24712780.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19427844.000000","7031692.000000","68682312.000000","89467732.000000","3778240.000000","24712780.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19427844.000000","7031692.000000","68682312.000000","89467732.000000","3778240.000000","24712780.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19427844.000000",,,,,,,,"163.000000","6621.000000",,,,,,,,,,,"4001.000000","562.000000","587.000000","510.000000","716.000000","731.000000","647.000000","0.000000","0.000000","0.000000","502.000000","500.000000","458.000000","612.000000","602.000000","530.000000","160.000000","6000.000000",,"8959534.000000",,,,,
"14250.000000","56.430000","14250.000000","56.430000","14250.000000","56.430000",,,,,,,,,,,,,,"453.000000","5567.000000","4911.000000","6.000000","5567.000000","5567.000000",,,,,,,,,,,"5256664.000000","7485776.000000","478904.000000","0.000000","68671868.000000","0.000000","89467984.000000",,"3778240.000000","24721716.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19433408.000000","7485776.000000","68671868.000000","89467984.000000","3778240.000000","24721716.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19433408.000000","7485776.000000","68671868.000000","89467984.000000","3778240.000000","24721716.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19433408.000000",,,,,,,,"774.000000","4995.000000",,,,,,,,,,,"3955.000000","561.000000","573.000000","512.000000","716.000000","731.000000","647.000000","0.000000","0.000000","0.000000","501.000000","493.000000","460.000000","603.000000","585.000000","558.000000","160.000000","6000.000000",,"8959554.000000",,,,,
"17611.000000","61.705000","17611.000000","61.705000","17611.000000","61.705000",,,,,,,,,,,,,,"255.000000","8405.500000","7976.000000","6.000000","8405.500000","8405.500000",,,,,,,,,,,"5277632.000000","7338980.000000","478904.000000","0.000000","68683340.000000","0.000000","89467984.000000",,"3778240.000000","24828548.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19424672.000000","7338980.000000","68683340.000000","89467984.000000","3778240.000000","24828548.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19424672.000000","7338980.000000","68683340.000000","89467984.000000","3778240.000000","24828548.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19424672.000000",,,,,,,,"441.000000","8138.000000",,,,,,,,,,,"4085.000000","564.000000","623.000000","529.000000","720.000000","816.000000","720.000000","0.000000","0.000000","0.000000","504.000000","540.000000","472.000000","612.000000","668.000000","574.000000","160.000000","6000.000000",,"8959574.000000",,,,,
"16265.000000","59.585000","16265.000000","59.585000","16265.000000","59.585000",,,,,,,,,,,,,,"51.000000","7048.000000","6907.000000","29.000000","7048.000000","7048.000000",,,,,,,,,,,"4774316.000000","6814696.000000","478904.000000","0.000000","68666968.000000","0.000000","89467984.000000",,"3778240.000000","24799284.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19437768.000000","6814696.000000","68666968.000000","89467984.000000","3778240.000000","24799284.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19437768.000000","6814696.000000","68666968.000000","89467984.000000","3778240.000000","24799284.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19437768.000000",,,,,,,,"164.000000","6973.000000",,,,,,,,,,,"4165.000000","568.000000","659.000000","547.000000","722.000000","816.000000","731.000000","0.000000","0.000000","0.000000","506.000000","568.000000","487.000000","615.000000","668.000000","585.000000","160.000000","6000.000000",,"8959594.000000",,,,,
"13889.000000","55.865000","13889.000000","55.865000","13889.000000","55.865000",,,,,,,,,,,,,,"49.000000","5748.000000","5580.000000","17.000000","5748.000000","5748.000000",,,,,,,,,,,"4655100.000000","6500824.000000","478904.000000","0.000000","68664244.000000","0.000000","89467984.000000",,"3778240.000000","24800524.000000","0.000000","1429420.000000","0.000000","1630920.000000",,,,"10856628.000000","19435780.000000","6500824.000000","68664244.000000","89467984.000000","3778240.000000","24800524.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19435780.000000","6500824.000000","68664244.000000","89467984.000000","3778240.000000","24800524.000000","1429420.000000","1630920.000000",,,,"10856628.000000","19435780.000000",,,,,,,,"148.000000","5719.000000",,,,,,,,,,,"3877.000000","568.000000","662.000000","556.000000","722.000000","816.000000","731.000000","0.000000","0.000000","0.000000","507.000000","566.000000","493.000000","615.000000","668.000000","585.000000","160.000000","6000.000000",,"8959614.000000",,,,,
